boro,cuisine_description,grade,inspection_date,average_score,inspection_count
Bronx,Chinese,A,2024-06-18T00:00:00.000,12.0,1
Bronx,Donuts,A,2024-06-18T00:00:00.000,12.0,1
Bronx,Greek,A,2024-06-18T00:00:00.000,5.0,1
Bronx,Latin American,A,2024-06-18T00:00:00.000,13.0,1
Bronx,Mexican,A,2024-06-18T00:00:00.000,13.0,1
Brooklyn,American,A,2024-06-18T00:00:00.000,8.0,2
Brooklyn,Caribbean,A,2024-06-18T00:00:00.000,11.0,1
Brooklyn,Chicken,A,2024-06-18T00:00:00.000,13.0,1
Brooklyn,Chinese,A,2024-06-18T00:00:00.000,9.0,1
Brooklyn,French,A,2024-06-18T00:00:00.000,11.5,2
Brooklyn,Fusion,A,2024-06-18T00:00:00.000,0.0,1
Brooklyn,Italian,A,2024-06-18T00:00:00.000,2.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2024-06-18T00:00:00.000,8.0,1
Brooklyn,Latin American,A,2024-06-18T00:00:00.000,2.0,1
Brooklyn,Mexican,A,2024-06-18T00:00:00.000,13.0,1
Brooklyn,Pizza,A,2024-06-18T00:00:00.000,10.25,4
Brooklyn,Thai,A,2024-06-18T00:00:00.000,5.0,1
Manhattan,American,A,2024-06-18T00:00:00.000,9.636363636363637,11
Manhattan,Bakery Products/Desserts,A,2024-06-18T00:00:00.000,12.0,1
Manhattan,Chinese,A,2024-06-18T00:00:00.000,13.0,1
Manhattan,Coffee/Tea,A,2024-06-18T00:00:00.000,10.75,4
Manhattan,Frozen Desserts,A,2024-06-18T00:00:00.000,13.0,1
Manhattan,Japanese,A,2024-06-18T00:00:00.000,10.0,1
Manhattan,Jewish/Kosher,A,2024-06-18T00:00:00.000,11.0,1
Manhattan,Korean,A,2024-06-18T00:00:00.000,12.0,1
Manhattan,Pizza,A,2024-06-18T00:00:00.000,12.0,1
Manhattan,Pizza,B,2024-06-18T00:00:00.000,25.0,1
Manhattan,Salads,A,2024-06-18T00:00:00.000,13.0,1
Manhattan,Sandwiches,A,2024-06-18T00:00:00.000,5.0,1
Queens,Chinese,A,2024-06-18T00:00:00.000,11.0,3
Queens,Coffee/Tea,A,2024-06-18T00:00:00.000,8.0,1
Queens,Sandwiches,A,2024-06-18T00:00:00.000,2.0,1
Staten Island,Donuts,A,2024-06-18T00:00:00.000,2.0,1
Staten Island,Pizza,A,2024-06-18T00:00:00.000,8.0,1
Bronx,American,A,2024-06-20T00:00:00.000,13.0,1
Bronx,Chinese,A,2024-06-20T00:00:00.000,8.0,1
Brooklyn,American,A,2024-06-20T00:00:00.000,9.6,5
Brooklyn,Barbecue,A,2024-06-20T00:00:00.000,13.0,1
Brooklyn,Chicken,A,2024-06-20T00:00:00.000,9.0,1
Brooklyn,Coffee/Tea,A,2024-06-20T00:00:00.000,7.2,5
Brooklyn,Frozen Desserts,A,2024-06-20T00:00:00.000,7.0,1
Brooklyn,Hamburgers,A,2024-06-20T00:00:00.000,7.0,1
Brooklyn,Italian,A,2024-06-20T00:00:00.000,10.5,2
Brooklyn,Mexican,A,2024-06-20T00:00:00.000,13.0,1
Brooklyn,Polish,A,2024-06-20T00:00:00.000,2.0,1
Brooklyn,Sandwiches/Salads/Mixed Buffet,A,2024-06-20T00:00:00.000,12.0,1
Brooklyn,Southeast Asian,A,2024-06-20T00:00:00.000,13.0,1
Brooklyn,Tapas,A,2024-06-20T00:00:00.000,10.0,1
Manhattan,American,A,2024-06-20T00:00:00.000,8.0,2
Manhattan,Coffee/Tea,A,2024-06-20T00:00:00.000,7.0,1
Manhattan,Donuts,A,2024-06-20T00:00:00.000,12.0,1
Manhattan,French,A,2024-06-20T00:00:00.000,9.0,1
Manhattan,Iranian,A,2024-06-20T00:00:00.000,13.0,1
Manhattan,Italian,A,2024-06-20T00:00:00.000,10.666666666666666,3
Manhattan,Japanese,A,2024-06-20T00:00:00.000,7.0,1
Manhattan,Mediterranean,B,2024-06-20T00:00:00.000,19.0,1
Manhattan,Pizza,C,2024-06-20T00:00:00.000,60.0,1
Manhattan,Steakhouse,A,2024-06-20T00:00:00.000,13.0,1
Manhattan,Thai,A,2024-06-20T00:00:00.000,12.0,1
Queens,American,A,2024-06-20T00:00:00.000,11.0,2
Queens,Bagels/Pretzels,A,2024-06-20T00:00:00.000,13.0,1
Queens,Bakery Products/Desserts,A,2024-06-20T00:00:00.000,10.0,1
Queens,Chicken,A,2024-06-20T00:00:00.000,7.0,1
Queens,Chinese,A,2024-06-20T00:00:00.000,10.0,1
Queens,Indian,A,2024-06-20T00:00:00.000,8.0,1
Queens,Pizza,A,2024-06-20T00:00:00.000,11.0,2
Staten Island,Chinese,A,2024-06-20T00:00:00.000,13.0,2
Bronx,American,A,2024-06-21T00:00:00.000,11.0,2
Bronx,Chicken,A,2024-06-21T00:00:00.000,12.0,1
Brooklyn,American,A,2024-06-21T00:00:00.000,9.5,2
Brooklyn,Bagels/Pretzels,A,2024-06-21T00:00:00.000,7.0,1
Brooklyn,Caribbean,A,2024-06-21T00:00:00.000,9.666666666666666,3
Brooklyn,Chinese,A,2024-06-21T00:00:00.000,7.5,2
Brooklyn,Frozen Desserts,A,2024-06-21T00:00:00.000,7.0,1
Brooklyn,German,A,2024-06-21T00:00:00.000,10.0,1
Brooklyn,Irish,A,2024-06-21T00:00:00.000,2.0,1
Brooklyn,Italian,A,2024-06-21T00:00:00.000,9.0,1
Brooklyn,Japanese,A,2024-06-21T00:00:00.000,13.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2024-06-21T00:00:00.000,12.0,2
Brooklyn,Latin American,A,2024-06-21T00:00:00.000,8.0,1
Manhattan,American,A,2024-06-21T00:00:00.000,9.0,3
Manhattan,Australian,A,2024-06-21T00:00:00.000,11.0,1
Manhattan,Bagels/Pretzels,A,2024-06-21T00:00:00.000,10.0,1
Manhattan,Chicken,A,2024-06-21T00:00:00.000,10.0,1
Manhattan,Continental,A,2024-06-21T00:00:00.000,5.0,1
Manhattan,Irish,A,2024-06-21T00:00:00.000,13.0,1
Manhattan,Salads,A,2024-06-21T00:00:00.000,13.0,1
Manhattan,Soups,A,2024-06-21T00:00:00.000,12.0,1
Queens,American,A,2024-06-21T00:00:00.000,10.333333333333334,3
Queens,American,B,2024-06-21T00:00:00.000,17.0,1
Queens,Coffee/Tea,A,2024-06-21T00:00:00.000,5.0,1
Queens,Frozen Desserts,A,2024-06-21T00:00:00.000,7.0,1
Queens,Latin American,A,2024-06-21T00:00:00.000,7.0,1
Staten Island,Donuts,A,2024-06-21T00:00:00.000,10.0,1
Brooklyn,American,A,2024-06-22T00:00:00.000,8.333333333333334,3
Brooklyn,Middle Eastern,A,2024-06-22T00:00:00.000,10.0,1
Brooklyn,Tapas,A,2024-06-23T00:00:00.000,2.0,1
Bronx,Chicken,A,2024-06-24T00:00:00.000,10.0,1
Bronx,Latin American,A,2024-06-24T00:00:00.000,10.0,1
Bronx,Pizza,A,2024-06-24T00:00:00.000,10.333333333333334,3
Brooklyn,American,A,2024-06-24T00:00:00.000,4.0,1
Brooklyn,Bakery Products/Desserts,A,2024-06-24T00:00:00.000,13.0,1
Brooklyn,Chicken,A,2024-06-24T00:00:00.000,11.0,1
Brooklyn,Chinese,A,2024-06-24T00:00:00.000,12.0,1
Brooklyn,Frozen Desserts,A,2024-06-24T00:00:00.000,7.0,1
Brooklyn,Hamburgers,A,2024-06-24T00:00:00.000,7.0,2
Brooklyn,Latin American,A,2024-06-24T00:00:00.000,12.0,1
Brooklyn,Mediterranean,A,2024-06-24T00:00:00.000,12.0,1
Brooklyn,Sandwiches,A,2024-06-24T00:00:00.000,7.0,1
Brooklyn,Tex-Mex,A,2024-06-24T00:00:00.000,11.0,1
Manhattan,American,A,2024-06-24T00:00:00.000,4.4,5
Manhattan,Asian/Asian Fusion,A,2024-06-24T00:00:00.000,10.0,1
Manhattan,Bagels/Pretzels,A,2024-06-24T00:00:00.000,7.0,1
Manhattan,Coffee/Tea,A,2024-06-24T00:00:00.000,11.0,2
Manhattan,Greek,A,2024-06-24T00:00:00.000,13.0,1
Manhattan,Hamburgers,A,2024-06-24T00:00:00.000,8.0,1
Manhattan,Japanese,A,2024-06-24T00:00:00.000,13.0,1
Manhattan,Mexican,A,2024-06-24T00:00:00.000,9.0,1
Manhattan,Peruvian,A,2024-06-24T00:00:00.000,13.0,1
Manhattan,Sandwiches/Salads/Mixed Buffet,A,2024-06-24T00:00:00.000,11.0,1
Manhattan,Tex-Mex,A,2024-06-24T00:00:00.000,7.0,1
Queens,Chicken,A,2024-06-24T00:00:00.000,4.0,1
Queens,Chinese,A,2024-06-24T00:00:00.000,11.5,2
Queens,Chinese/Cuban,A,2024-06-24T00:00:00.000,13.0,1
Queens,"Juice, Smoothies, Fruit Salads",A,2024-06-24T00:00:00.000,6.0,1
Queens,Latin American,A,2024-06-24T00:00:00.000,8.0,2
Queens,Pizza,A,2024-06-24T00:00:00.000,12.0,2
0,Italian,A,2024-06-25T00:00:00.000,11.0,1
Bronx,Caribbean,A,2024-06-25T00:00:00.000,11.0,1
Bronx,Coffee/Tea,A,2024-06-25T00:00:00.000,10.0,1
Bronx,Hamburgers,A,2024-06-25T00:00:00.000,8.0,1
Bronx,"Juice, Smoothies, Fruit Salads",A,2024-06-25T00:00:00.000,10.0,1
Bronx,Other,A,2024-06-25T00:00:00.000,12.0,1
Bronx,Pancakes/Waffles,A,2024-06-25T00:00:00.000,13.0,1
Bronx,Spanish,A,2024-06-25T00:00:00.000,13.0,1
Brooklyn,American,A,2024-06-25T00:00:00.000,9.0,2
Brooklyn,Asian/Asian Fusion,A,2024-06-25T00:00:00.000,9.0,1
Brooklyn,Bakery Products/Desserts,B,2024-06-25T00:00:00.000,27.0,1
Brooklyn,Chicken,A,2024-06-25T00:00:00.000,7.0,1
Brooklyn,Jewish/Kosher,A,2024-06-25T00:00:00.000,12.0,1
Brooklyn,Mexican,A,2024-06-25T00:00:00.000,10.0,1
Brooklyn,Southeast Asian,A,2024-06-25T00:00:00.000,7.0,1
Manhattan,American,A,2024-06-25T00:00:00.000,10.88888888888889,9
Manhattan,American,C,2024-06-25T00:00:00.000,30.0,1
Manhattan,Bakery Products/Desserts,A,2024-06-25T00:00:00.000,9.0,1
Manhattan,Chinese,A,2024-06-25T00:00:00.000,10.0,5
Manhattan,Coffee/Tea,A,2024-06-25T00:00:00.000,7.0,2
Manhattan,Donuts,A,2024-06-25T00:00:00.000,8.0,1
Manhattan,Hamburgers,A,2024-06-25T00:00:00.000,9.0,1
Manhattan,Indian,A,2024-06-25T00:00:00.000,7.0,1
Manhattan,Irish,A,2024-06-25T00:00:00.000,10.0,1
Manhattan,Japanese,A,2024-06-25T00:00:00.000,10.333333333333334,3
Manhattan,Jewish/Kosher,A,2024-06-25T00:00:00.000,10.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2024-06-25T00:00:00.000,10.0,1
Manhattan,Korean,A,2024-06-25T00:00:00.000,5.0,1
Manhattan,Mexican,A,2024-06-25T00:00:00.000,13.0,1
Manhattan,Pizza,A,2024-06-25T00:00:00.000,10.0,1
Manhattan,Sandwiches,A,2024-06-25T00:00:00.000,7.5,2
Manhattan,Sandwiches/Salads/Mixed Buffet,A,2024-06-25T00:00:00.000,10.0,1
Manhattan,Southeast Asian,A,2024-06-25T00:00:00.000,13.0,1
Manhattan,Thai,A,2024-06-25T00:00:00.000,2.0,1
Queens,American,A,2024-06-25T00:00:00.000,6.5,2
Queens,Asian/Asian Fusion,A,2024-06-25T00:00:00.000,13.0,1
Queens,Bakery Products/Desserts,A,2024-06-25T00:00:00.000,6.0,2
Queens,Chicken,A,2024-06-25T00:00:00.000,11.0,2
Queens,Coffee/Tea,A,2024-06-25T00:00:00.000,5.5,2
Queens,Donuts,A,2024-06-25T00:00:00.000,2.0,1
Queens,Hamburgers,A,2024-06-25T00:00:00.000,6.0,1
Queens,Italian,A,2024-06-25T00:00:00.000,12.0,2
Queens,Korean,A,2024-06-25T00:00:00.000,10.0,1
Queens,Spanish,A,2024-06-25T00:00:00.000,7.0,1
Queens,Thai,A,2024-06-25T00:00:00.000,13.0,1
Staten Island,Donuts,A,2024-06-25T00:00:00.000,5.0,1
Bronx,American,A,2024-06-26T00:00:00.000,10.0,1
Bronx,Bakery Products/Desserts,A,2024-06-26T00:00:00.000,10.0,2
Bronx,Mexican,A,2024-06-26T00:00:00.000,10.0,1
Brooklyn,American,A,2024-06-26T00:00:00.000,6.333333333333333,6
Brooklyn,Asian/Asian Fusion,A,2024-06-26T00:00:00.000,2.0,1
Brooklyn,Bakery Products/Desserts,A,2024-06-26T00:00:00.000,5.0,1
Brooklyn,Chinese,A,2024-06-26T00:00:00.000,10.0,1
Brooklyn,Coffee/Tea,A,2024-06-26T00:00:00.000,4.5,2
Brooklyn,Fusion,A,2024-06-26T00:00:00.000,5.0,1
Brooklyn,Japanese,A,2024-06-26T00:00:00.000,2.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2024-06-26T00:00:00.000,7.0,1
Brooklyn,Mexican,A,2024-06-26T00:00:00.000,11.0,1
Brooklyn,Pizza,A,2024-06-26T00:00:00.000,11.0,1
Brooklyn,Spanish,A,2024-06-26T00:00:00.000,10.0,2
Manhattan,American,A,2024-06-26T00:00:00.000,9.2,5
Manhattan,Bakery Products/Desserts,A,2024-06-26T00:00:00.000,6.0,1
Manhattan,Chinese,A,2024-06-26T00:00:00.000,5.0,1
Manhattan,Coffee/Tea,A,2024-06-26T00:00:00.000,11.25,4
Manhattan,Donuts,A,2024-06-26T00:00:00.000,12.0,1
Manhattan,Frozen Desserts,A,2024-06-26T00:00:00.000,12.0,1
Manhattan,Hamburgers,A,2024-06-26T00:00:00.000,5.0,1
Manhattan,Italian,A,2024-06-26T00:00:00.000,13.0,1
Manhattan,Japanese,A,2024-06-26T00:00:00.000,5.0,1
Manhattan,Mexican,A,2024-06-26T00:00:00.000,10.0,1
Manhattan,Middle Eastern,A,2024-06-26T00:00:00.000,13.0,1
Manhattan,New American,A,2024-06-26T00:00:00.000,11.0,1
Manhattan,Other,A,2024-06-26T00:00:00.000,6.5,2
Manhattan,Tex-Mex,A,2024-06-26T00:00:00.000,10.0,1
Queens,American,A,2024-06-26T00:00:00.000,13.0,2
Queens,Asian/Asian Fusion,A,2024-06-26T00:00:00.000,13.0,1
Queens,Chinese,A,2024-06-26T00:00:00.000,12.0,1
Queens,Coffee/Tea,A,2024-06-26T00:00:00.000,4.333333333333333,3
Queens,Donuts,A,2024-06-26T00:00:00.000,13.0,1
Queens,French,A,2024-06-26T00:00:00.000,12.0,1
Queens,Hamburgers,A,2024-06-26T00:00:00.000,13.0,1
Queens,Irish,A,2024-06-26T00:00:00.000,10.5,2
Queens,Pizza,A,2024-06-26T00:00:00.000,9.25,4
Queens,Portuguese,A,2024-06-26T00:00:00.000,12.0,1
Queens,Sandwiches,A,2024-06-26T00:00:00.000,9.0,2
Staten Island,Italian,A,2024-06-26T00:00:00.000,9.0,1
Staten Island,Mexican,A,2024-06-26T00:00:00.000,13.0,1
Bronx,American,A,2024-06-27T00:00:00.000,9.333333333333334,3
Bronx,Caribbean,A,2024-06-27T00:00:00.000,13.0,1
Bronx,Latin American,A,2024-06-27T00:00:00.000,12.0,1
Bronx,Sandwiches,A,2024-06-27T00:00:00.000,9.0,1
Bronx,Seafood,A,2024-06-27T00:00:00.000,13.0,1
Bronx,Spanish,A,2024-06-27T00:00:00.000,4.0,1
Brooklyn,American,A,2024-06-27T00:00:00.000,10.0,5
Brooklyn,Caribbean,A,2024-06-27T00:00:00.000,10.0,1
Brooklyn,Coffee/Tea,A,2024-06-27T00:00:00.000,5.5,4
Brooklyn,Donuts,A,2024-06-27T00:00:00.000,7.0,1
Brooklyn,Frozen Desserts,A,2024-06-27T00:00:00.000,2.0,1
Brooklyn,Japanese,A,2024-06-27T00:00:00.000,11.0,2
Brooklyn,Mediterranean,A,2024-06-27T00:00:00.000,11.0,1
Brooklyn,Sandwiches,A,2024-06-27T00:00:00.000,7.0,1
Brooklyn,Soups,A,2024-06-27T00:00:00.000,12.0,1
Brooklyn,Tex-Mex,A,2024-06-27T00:00:00.000,5.0,1
Brooklyn,Vegetarian,A,2024-06-27T00:00:00.000,2.0,1
Manhattan,American,A,2024-06-27T00:00:00.000,10.333333333333334,3
Manhattan,Caribbean,A,2024-06-27T00:00:00.000,13.0,1
Manhattan,Chicken,A,2024-06-27T00:00:00.000,5.0,1
Manhattan,Chinese,A,2024-06-27T00:00:00.000,4.0,1
Manhattan,Coffee/Tea,A,2024-06-27T00:00:00.000,2.0,1
Manhattan,Eastern European,A,2024-06-27T00:00:00.000,13.0,1
Manhattan,French,A,2024-06-27T00:00:00.000,12.0,2
Manhattan,Hamburgers,A,2024-06-27T00:00:00.000,7.0,2
Manhattan,Italian,A,2024-06-27T00:00:00.000,10.5,2
Manhattan,Jewish/Kosher,A,2024-06-27T00:00:00.000,10.0,2
Manhattan,New American,A,2024-06-27T00:00:00.000,11.0,1
Manhattan,Pizza,A,2024-06-27T00:00:00.000,8.5,2
Manhattan,Sandwiches,A,2024-06-27T00:00:00.000,9.0,1
Manhattan,Sandwiches,B,2024-06-27T00:00:00.000,23.0,1
Manhattan,Southeast Asian,A,2024-06-27T00:00:00.000,11.0,1
Manhattan,Spanish,A,2024-06-27T00:00:00.000,7.0,1
Manhattan,Thai,C,2024-06-27T00:00:00.000,39.0,1
Manhattan,Vegetarian,A,2024-06-27T00:00:00.000,9.0,1
Queens,American,A,2024-06-27T00:00:00.000,11.5,2
Queens,Bagels/Pretzels,A,2024-06-27T00:00:00.000,7.0,1
Queens,Bakery Products/Desserts,A,2024-06-27T00:00:00.000,13.0,1
Queens,Bakery Products/Desserts,B,2024-06-27T00:00:00.000,23.0,1
Queens,Chicken,A,2024-06-27T00:00:00.000,10.0,2
Queens,Chinese,A,2024-06-27T00:00:00.000,12.0,1
Queens,Coffee/Tea,A,2024-06-27T00:00:00.000,7.0,1
Queens,Donuts,A,2024-06-27T00:00:00.000,5.0,1
Queens,Hamburgers,A,2024-06-27T00:00:00.000,9.0,1
Queens,Pizza,A,2024-06-27T00:00:00.000,9.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2024-06-27T00:00:00.000,12.0,1
Queens,Tapas,A,2024-06-27T00:00:00.000,10.0,1
Staten Island,Mexican,A,2024-06-27T00:00:00.000,8.0,1
Bronx,American,A,2024-06-28T00:00:00.000,12.0,1
Bronx,Latin American,A,2024-06-28T00:00:00.000,13.0,1
Bronx,Pizza,A,2024-06-28T00:00:00.000,11.0,2
Brooklyn,American,A,2024-06-28T00:00:00.000,10.6,5
Brooklyn,Caribbean,A,2024-06-28T00:00:00.000,9.0,1
Brooklyn,Chicken,A,2024-06-28T00:00:00.000,11.0,1
Brooklyn,Coffee/Tea,A,2024-06-28T00:00:00.000,8.0,4
Brooklyn,Iranian,A,2024-06-28T00:00:00.000,4.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2024-06-28T00:00:00.000,13.0,1
Brooklyn,Mexican,A,2024-06-28T00:00:00.000,5.0,1
Brooklyn,Other,A,2024-06-28T00:00:00.000,9.0,2
Brooklyn,Sandwiches/Salads/Mixed Buffet,A,2024-06-28T00:00:00.000,13.0,1
Brooklyn,Tex-Mex,A,2024-06-28T00:00:00.000,13.0,1
Brooklyn,Thai,A,2024-06-28T00:00:00.000,13.0,1
Manhattan,American,A,2024-06-28T00:00:00.000,10.75,4
Manhattan,Bakery Products/Desserts,A,2024-06-28T00:00:00.000,5.0,1
Manhattan,Bottled Beverages,A,2024-06-28T00:00:00.000,2.0,1
Manhattan,Coffee/Tea,A,2024-06-28T00:00:00.000,7.5,2
Manhattan,Salads,A,2024-06-28T00:00:00.000,11.0,1
Manhattan,Sandwiches/Salads/Mixed Buffet,A,2024-06-28T00:00:00.000,11.0,1
Queens,American,A,2024-06-28T00:00:00.000,10.0,2
Queens,Hamburgers,A,2024-06-28T00:00:00.000,7.5,2
Queens,Latin American,A,2024-06-28T00:00:00.000,8.0,1
Queens,Pizza,A,2024-06-28T00:00:00.000,5.333333333333333,3
Queens,Pizza,C,2024-06-28T00:00:00.000,2.0,1
Bronx,Bangladeshi,A,2024-06-29T00:00:00.000,13.0,1
Brooklyn,American,A,2024-06-29T00:00:00.000,10.5,2
Brooklyn,Bottled Beverages,A,2024-06-29T00:00:00.000,12.0,1
Brooklyn,Greek,A,2024-06-29T00:00:00.000,9.0,1
Brooklyn,Mediterranean,A,2024-06-29T00:00:00.000,10.0,1
Brooklyn,Mexican,A,2024-06-29T00:00:00.000,10.0,1
Brooklyn,New American,A,2024-06-29T00:00:00.000,10.0,1
Brooklyn,Seafood,A,2024-06-29T00:00:00.000,11.0,1
Manhattan,Chinese,A,2024-06-29T00:00:00.000,2.0,1
Manhattan,French,A,2024-06-29T00:00:00.000,10.0,1
Manhattan,Korean,A,2024-06-29T00:00:00.000,10.0,1
Brooklyn,American,A,2024-06-30T00:00:00.000,8.0,2
Brooklyn,Soups/Salads/Sandwiches,A,2024-06-30T00:00:00.000,9.0,1
Manhattan,American,A,2024-06-30T00:00:00.000,12.0,1
Bronx,American,A,2024-07-01T00:00:00.000,5.0,1
Bronx,Bagels/Pretzels,A,2024-07-01T00:00:00.000,12.0,1
Bronx,Caribbean,A,2024-07-01T00:00:00.000,12.5,2
Bronx,Chicken,A,2024-07-01T00:00:00.000,9.0,1
Bronx,Chinese,A,2024-07-01T00:00:00.000,12.0,1
Bronx,Hamburgers,A,2024-07-01T00:00:00.000,12.0,1
Bronx,Latin American,A,2024-07-01T00:00:00.000,13.0,1
Bronx,Pancakes/Waffles,A,2024-07-01T00:00:00.000,7.0,1
Bronx,Pizza,A,2024-07-01T00:00:00.000,12.0,1
Brooklyn,American,A,2024-07-01T00:00:00.000,9.2,5
Brooklyn,Bakery Products/Desserts,A,2024-07-01T00:00:00.000,10.0,1
Brooklyn,Caribbean,A,2024-07-01T00:00:00.000,13.0,1
Brooklyn,Chicken,A,2024-07-01T00:00:00.000,12.5,2
Brooklyn,Chinese,A,2024-07-01T00:00:00.000,13.0,1
Brooklyn,Italian,A,2024-07-01T00:00:00.000,12.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2024-07-01T00:00:00.000,8.0,1
Brooklyn,Mexican,A,2024-07-01T00:00:00.000,13.0,1
Brooklyn,Middle Eastern,A,2024-07-01T00:00:00.000,9.0,1
Brooklyn,Pizza,A,2024-07-01T00:00:00.000,12.0,1
Manhattan,American,A,2024-07-01T00:00:00.000,7.333333333333333,3
Manhattan,Bakery Products/Desserts,A,2024-07-01T00:00:00.000,10.666666666666666,3
Manhattan,Chinese,A,2024-07-01T00:00:00.000,12.0,1
Manhattan,Coffee/Tea,A,2024-07-01T00:00:00.000,9.666666666666666,3
Manhattan,Donuts,A,2024-07-01T00:00:00.000,8.0,1
Manhattan,Hamburgers,A,2024-07-01T00:00:00.000,5.666666666666667,3
Manhattan,Japanese,B,2024-07-01T00:00:00.000,22.0,1
Manhattan,Latin American,C,2024-07-01T00:00:00.000,43.0,1
Manhattan,Mediterranean,A,2024-07-01T00:00:00.000,5.0,1
Manhattan,Mexican,A,2024-07-01T00:00:00.000,12.0,1
Manhattan,Pizza,A,2024-07-01T00:00:00.000,5.0,1
Manhattan,Salads,A,2024-07-01T00:00:00.000,10.0,2
Manhattan,Spanish,A,2024-07-01T00:00:00.000,12.0,1
Manhattan,Tex-Mex,A,2024-07-01T00:00:00.000,11.0,1
Queens,American,A,2024-07-01T00:00:00.000,6.5,2
Queens,Bakery Products/Desserts,A,2024-07-01T00:00:00.000,12.0,1
Queens,Caribbean,A,2024-07-01T00:00:00.000,13.0,1
Queens,Chinese,A,2024-07-01T00:00:00.000,11.0,2
Queens,Korean,A,2024-07-01T00:00:00.000,13.0,1
Queens,Latin American,A,2024-07-01T00:00:00.000,9.0,1
Queens,Sandwiches,A,2024-07-01T00:00:00.000,12.0,1
Queens,Tex-Mex,A,2024-07-01T00:00:00.000,13.0,1
Staten Island,Chinese,A,2024-07-01T00:00:00.000,12.0,1
Staten Island,Coffee/Tea,A,2024-07-01T00:00:00.000,5.0,1
Staten Island,Other,A,2024-07-01T00:00:00.000,2.0,1
Bronx,Chinese,A,2024-07-02T00:00:00.000,11.0,2
Bronx,Latin American,A,2024-07-02T00:00:00.000,9.0,1
Bronx,Mexican,A,2024-07-02T00:00:00.000,7.0,1
Bronx,Pizza,A,2024-07-02T00:00:00.000,6.0,3
Brooklyn,American,A,2024-07-02T00:00:00.000,11.0,2
Brooklyn,Chinese,A,2024-07-02T00:00:00.000,9.0,3
Brooklyn,Coffee/Tea,A,2024-07-02T00:00:00.000,9.0,3
Brooklyn,Donuts,A,2024-07-02T00:00:00.000,2.0,1
Brooklyn,Hamburgers,A,2024-07-02T00:00:00.000,13.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2024-07-02T00:00:00.000,11.5,2
Brooklyn,Pizza,A,2024-07-02T00:00:00.000,6.5,2
Brooklyn,Seafood,A,2024-07-02T00:00:00.000,12.0,1
Manhattan,American,A,2024-07-02T00:00:00.000,10.555555555555555,9
Manhattan,Asian/Asian Fusion,A,2024-07-02T00:00:00.000,7.0,1
Manhattan,Chicken,A,2024-07-02T00:00:00.000,2.0,1
Manhattan,Chinese,A,2024-07-02T00:00:00.000,12.0,5
Manhattan,Coffee/Tea,A,2024-07-02T00:00:00.000,9.333333333333334,3
Manhattan,Continental,A,2024-07-02T00:00:00.000,11.0,1
Manhattan,Frozen Desserts,A,2024-07-02T00:00:00.000,12.0,1
Manhattan,Hamburgers,A,2024-07-02T00:00:00.000,7.0,1
Manhattan,Italian,A,2024-07-02T00:00:00.000,12.0,1
Manhattan,Japanese,A,2024-07-02T00:00:00.000,11.0,2
Manhattan,Mediterranean,A,2024-07-02T00:00:00.000,10.0,1
Manhattan,Mexican,A,2024-07-02T00:00:00.000,12.5,2
Manhattan,Sandwiches/Salads/Mixed Buffet,A,2024-07-02T00:00:00.000,6.0,1
Manhattan,Tex-Mex,B,2024-07-02T00:00:00.000,17.0,1
Manhattan,Thai,A,2024-07-02T00:00:00.000,7.0,1
Queens,American,A,2024-07-02T00:00:00.000,10.0,2
Queens,Asian/Asian Fusion,A,2024-07-02T00:00:00.000,2.0,1
Queens,Chinese,A,2024-07-02T00:00:00.000,6.0,1
Queens,Coffee/Tea,A,2024-07-02T00:00:00.000,12.0,1
Queens,Hamburgers,A,2024-07-02T00:00:00.000,7.0,2
Queens,Indian,A,2024-07-02T00:00:00.000,11.0,1
Queens,Latin American,C,2024-07-02T00:00:00.000,59.0,1
Queens,Mexican,A,2024-07-02T00:00:00.000,13.0,1
Queens,Pizza,A,2024-07-02T00:00:00.000,9.333333333333334,3
Staten Island,American,A,2024-07-02T00:00:00.000,7.5,2
Staten Island,Japanese,A,2024-07-02T00:00:00.000,9.0,1
Bronx,American,A,2024-07-03T00:00:00.000,9.0,1
Bronx,Chicken,A,2024-07-03T00:00:00.000,10.0,2
Bronx,Hamburgers,A,2024-07-03T00:00:00.000,7.5,2
Bronx,Mexican,A,2024-07-03T00:00:00.000,13.0,1
Bronx,Pizza,A,2024-07-03T00:00:00.000,4.0,1
Brooklyn,American,A,2024-07-03T00:00:00.000,8.0,3
Brooklyn,Bakery Products/Desserts,A,2024-07-03T00:00:00.000,13.0,1
Brooklyn,Caribbean,A,2024-07-03T00:00:00.000,8.0,1
Brooklyn,Chicken,A,2024-07-03T00:00:00.000,10.666666666666666,3
Brooklyn,Chinese,A,2024-07-03T00:00:00.000,10.666666666666666,3
Brooklyn,Coffee/Tea,A,2024-07-03T00:00:00.000,12.666666666666666,3
